id,component_id,quantity,order_date,unit_price_usd,total_cost_usd,shipping_status
412,12,1000,2025-09-05 00:00:00,1500.00,1500000.00,Shipped
413,14,500,2025-05-08 00:00:00,380.00,190000.00,Pending
414,3,250,2025-09-01 00:00:00,4900.00,1225000.00,Shipped
415,6,50,2025-05-17 00:00:00,3900.00,195000.00,Shipped
416,2,500,2025-10-13 00:00:00,6800.00,3400000.00,Pending
417,3,500,2025-12-21 00:00:00,4900.00,2450000.00,Delivered
418,6,1000,2025-06-28 00:00:00,3900.00,3900000.00,Pending
419,3,1000,2025-12-22 00:00:00,4900.00,4900000.00,Shipped
420,10,1000,2025-03-31 00:00:00,180.00,180000.00,Delivered
421,4,500,2026-01-03 00:00:00,2400.00,1200000.00,Delivered
422,11,50,2025-10-09 00:00:00,800.00,40000.00,Shipped
423,5,100,2025-03-07 00:00:00,2800.00,280000.00,Delivered
424,1,250,2025-08-20 00:00:00,8500.00,2125000.00,Delivered
425,4,50,2025-07-02 00:00:00,2400.00,120000.00,Pending
426,12,100,2026-01-03 00:00:00,1500.00,150000.00,Delivered
427,2,100,2025-08-21 00:00:00,6800.00,680000.00,Shipped
428,5,1000,2025-07-12 00:00:00,2800.00,2800000.00,Delivered
429,11,250,2025-01-12 00:00:00,800.00,200000.00,Shipped
430,14,500,2025-01-03 00:00:00,380.00,190000.00,Delivered
431,2,50,2025-06-11 00:00:00,6800.00,340000.00,Delivered
432,9,100,2026-02-04 00:00:00,250.00,25000.00,Delivered
433,1,250,2025-11-10 00:00:00,8500.00,2125000.00,Delivered
434,14,1000,2025-11-21 00:00:00,380.00,380000.00,Pending
435,11,1000,2026-01-10 00:00:00,800.00,800000.00,Shipped
436,2,50,2025-03-01 00:00:00,6800.00,340000.00,Shipped
437,6,250,2026-01-26 00:00:00,3900.00,975000.00,Pending
438,8,250,2025-01-21 00:00:00,450.00,112500.00,Shipped
439,9,250,2025-12-13 00:00:00,250.00,62500.00,Delivered
440,8,50,2025-06-30 00:00:00,450.00,22500.00,Delivered
441,8,250,2025-11-09 00:00:00,450.00,112500.00,Delivered
442,2,500,2025-07-06 00:00:00,6800.00,3400000.00,Pending
443,1,50,2025-04-14 00:00:00,8500.00,425000.00,Pending
444,13,500,2025-12-15 00:00:00,2200.00,1100000.00,Delivered
445,10,250,2025-10-02 00:00:00,180.00,45000.00,Delivered
446,13,250,2026-03-06 00:00:00,2200.00,550000.00,Delivered
447,11,250,2025-08-27 00:00:00,800.00,200000.00,Delivered
448,14,100,2025-06-21 00:00:00,380.00,38000.00,Delivered
449,14,50,2025-11-30 00:00:00,380.00,19000.00,Pending
450,11,250,2025-04-16 00:00:00,800.00,200000.00,Delivered
451,3,500,2025-08-26 00:00:00,4900.00,2450000.00,Delivered
452,14,1000,2025-01-09 00:00:00,380.00,380000.00,Delivered
453,14,500,2025-03-23 00:00:00,380.00,190000.00,Pending
454,1,500,2025-03-05 00:00:00,8500.00,4250000.00,Delivered
455,10,1000,2026-01-14 00:00:00,180.00,180000.00,Shipped
456,14,50,2025-07-03 00:00:00,380.00,19000.00,Delivered
457,6,250,2025-05-01 00:00:00,3900.00,975000.00,Delivered
458,14,500,2025-12-07 00:00:00,380.00,190000.00,Delivered
459,5,250,2025-07-31 00:00:00,2800.00,700000.00,Shipped
460,14,500,2025-07-30 00:00:00,380.00,190000.00,Delivered
461,4,50,2025-09-18 00:00:00,2400.00,120000.00,Delivered
462,12,250,2025-12-24 00:00:00,1500.00,375000.00,Delivered
463,3,100,2025-08-25 00:00:00,4900.00,490000.00,Shipped
464,13,100,2025-07-11 00:00:00,2200.00,220000.00,Delivered
465,13,1000,2025-02-02 00:00:00,2200.00,2200000.00,Shipped
466,7,500,2026-02-28 00:00:00,1200.00,600000.00,Delivered
467,2,250,2025-07-01 00:00:00,6800.00,1700000.00,Pending
468,9,500,2025-11-08 00:00:00,250.00,125000.00,Delivered
469,13,1000,2026-01-15 00:00:00,2200.00,2200000.00,Delivered
470,7,500,2025-06-05 00:00:00,1200.00,600000.00,Delivered
471,7,50,2025-02-22 00:00:00,1200.00,60000.00,Shipped
472,11,50,2025-02-12 00:00:00,800.00,40000.00,Delivered
473,8,250,2025-02-02 00:00:00,450.00,112500.00,Delivered
474,7,1000,2025-05-26 00:00:00,1200.00,1200000.00,Shipped
475,10,500,2025-12-14 00:00:00,180.00,90000.00,Shipped
476,5,100,2025-05-13 00:00:00,2800.00,280000.00,Shipped
477,10,100,2025-05-08 00:00:00,180.00,18000.00,Delivered
478,3,250,2026-02-10 00:00:00,4900.00,1225000.00,Delivered
479,6,50,2026-02-12 00:00:00,3900.00,195000.00,Shipped
480,7,500,2025-05-17 00:00:00,1200.00,600000.00,Shipped
481,2,250,2025-05-09 00:00:00,6800.00,1700000.00,Shipped
482,14,1000,2025-10-23 00:00:00,380.00,380000.00,Shipped
483,11,250,2025-06-02 00:00:00,800.00,200000.00,Delivered
484,8,100,2025-10-27 00:00:00,450.00,45000.00,Delivered
485,12,50,2025-10-03 00:00:00,1500.00,75000.00,Shipped
486,2,250,2025-07-26 00:00:00,6800.00,1700000.00,Delivered
487,6,500,2025-11-06 00:00:00,3900.00,1950000.00,Shipped
488,2,100,2026-03-15 00:00:00,6800.00,680000.00,Delivered
489,9,1000,2025-01-07 00:00:00,250.00,250000.00,Shipped
490,1,1000,2025-02-23 00:00:00,8500.00,8500000.00,Delivered
491,12,1000,2025-09-07 00:00:00,1500.00,1500000.00,Pending
492,9,100,2025-01-16 00:00:00,250.00,25000.00,Delivered
493,12,1000,2025-03-14 00:00:00,1500.00,1500000.00,Shipped
494,3,1000,2025-06-23 00:00:00,4900.00,4900000.00,Pending
495,1,100,2025-05-29 00:00:00,8500.00,850000.00,Delivered
496,12,50,2025-03-10 00:00:00,1500.00,75000.00,Delivered
497,6,50,2025-05-22 00:00:00,3900.00,195000.00,Pending
498,14,250,2025-07-21 00:00:00,380.00,95000.00,Delivered
499,12,250,2025-02-08 00:00:00,1500.00,375000.00,Delivered
500,7,50,2025-12-06 00:00:00,1200.00,60000.00,Delivered
501,13,50,2025-12-25 00:00:00,2200.00,110000.00,Shipped
502,2,250,2025-12-13 00:00:00,6800.00,1700000.00,Delivered
503,14,500,2025-02-19 00:00:00,380.00,190000.00,Delivered
504,2,250,2025-03-17 00:00:00,6800.00,1700000.00,Delivered
505,6,1000,2025-01-31 00:00:00,3900.00,3900000.00,Pending
506,2,500,2025-03-20 00:00:00,6800.00,3400000.00,Delivered
507,11,500,2025-06-02 00:00:00,800.00,400000.00,Delivered
508,14,250,2025-01-17 00:00:00,380.00,95000.00,Delivered
509,7,100,2025-11-22 00:00:00,1200.00,120000.00,Delivered
510,13,500,2025-07-31 00:00:00,2200.00,1100000.00,Delivered
511,1,250,2025-08-31 00:00:00,8500.00,2125000.00,Pending
512,4,1000,2025-05-12 00:00:00,2400.00,2400000.00,Delivered
513,14,50,2025-12-02 00:00:00,380.00,19000.00,Shipped
514,5,1000,2025-02-07 00:00:00,2800.00,2800000.00,Pending
515,9,500,2025-07-27 00:00:00,250.00,125000.00,Delivered
516,3,250,2026-03-05 00:00:00,4900.00,1225000.00,Shipped
517,11,500,2025-05-06 00:00:00,800.00,400000.00,Pending
518,10,50,2025-08-08 00:00:00,180.00,9000.00,Delivered
519,9,250,2026-03-17 00:00:00,250.00,62500.00,Pending
520,4,1000,2026-02-23 00:00:00,2400.00,2400000.00,Shipped
521,13,100,2025-07-03 00:00:00,2200.00,220000.00,Delivered
522,4,100,2025-03-10 00:00:00,2400.00,240000.00,Delivered
523,8,100,2025-02-27 00:00:00,450.00,45000.00,Delivered
524,1,50,2025-04-29 00:00:00,8500.00,425000.00,Pending
525,5,250,2025-11-25 00:00:00,2800.00,700000.00,Delivered
526,2,1000,2025-07-16 00:00:00,6800.00,6800000.00,Pending
527,14,250,2026-03-24 00:00:00,380.00,95000.00,Delivered
528,11,1000,2025-03-20 00:00:00,800.00,800000.00,Shipped
529,5,50,2025-04-15 00:00:00,2800.00,140000.00,Shipped
530,7,1000,2025-08-17 00:00:00,1200.00,1200000.00,Delivered
531,5,500,2025-09-04 00:00:00,2800.00,1400000.00,Delivered
532,6,500,2025-12-01 00:00:00,3900.00,1950000.00,Shipped
533,11,1000,2025-06-16 00:00:00,800.00,800000.00,Delivered
534,3,100,2026-03-07 00:00:00,4900.00,490000.00,Shipped
535,9,250,2025-09-04 00:00:00,250.00,62500.00,Shipped
536,6,250,2025-01-17 00:00:00,3900.00,975000.00,Shipped
537,5,100,2025-02-02 00:00:00,2800.00,280000.00,Delivered
538,11,100,2025-02-28 00:00:00,800.00,80000.00,Delivered
539,10,100,2025-11-21 00:00:00,180.00,18000.00,Pending
540,9,100,2025-10-08 00:00:00,250.00,25000.00,Pending
541,13,100,2025-10-22 00:00:00,2200.00,220000.00,Pending
542,7,50,2025-08-16 00:00:00,1200.00,60000.00,Delivered
543,12,250,2025-01-10 00:00:00,1500.00,375000.00,Delivered
544,13,100,2026-02-18 00:00:00,2200.00,220000.00,Pending
545,9,500,2025-03-29 00:00:00,250.00,125000.00,Shipped
546,6,50,2025-07-23 00:00:00,3900.00,195000.00,Delivered
547,13,50,2025-07-04 00:00:00,2200.00,110000.00,Pending
548,4,1000,2026-03-16 00:00:00,2400.00,2400000.00,Shipped
549,14,250,2026-02-26 00:00:00,380.00,95000.00,Delivered
550,8,500,2025-01-23 00:00:00,450.00,225000.00,Shipped
551,6,500,2025-03-11 00:00:00,3900.00,1950000.00,Pending
552,1,500,2026-02-26 00:00:00,8500.00,4250000.00,Delivered
553,3,1000,2025-09-05 00:00:00,4900.00,4900000.00,Pending
554,9,100,2026-02-09 00:00:00,250.00,25000.00,Shipped
555,4,100,2026-03-24 00:00:00,2400.00,240000.00,Pending
556,12,100,2026-03-08 00:00:00,1500.00,150000.00,Pending
557,9,100,2025-05-08 00:00:00,250.00,25000.00,Delivered
558,14,500,2025-02-06 00:00:00,380.00,190000.00,Delivered
559,3,500,2025-09-13 00:00:00,4900.00,2450000.00,Delivered
560,3,500,2025-09-25 00:00:00,4900.00,2450000.00,Delivered
561,2,100,2025-10-23 00:00:00,6800.00,680000.00,Delivered
562,14,100,2026-03-09 00:00:00,380.00,38000.00,Pending
563,7,1000,2025-08-22 00:00:00,1200.00,1200000.00,Delivered
564,3,1000,2025-10-12 00:00:00,4900.00,4900000.00,Delivered
565,9,50,2025-10-26 00:00:00,250.00,12500.00,Pending
566,13,1000,2026-02-11 00:00:00,2200.00,2200000.00,Delivered
567,1,50,2026-02-03 00:00:00,8500.00,425000.00,Delivered
568,9,250,2025-12-31 00:00:00,250.00,62500.00,Delivered
569,11,500,2025-01-16 00:00:00,800.00,400000.00,Delivered
570,11,250,2025-10-26 00:00:00,800.00,200000.00,Delivered
571,7,250,2025-06-20 00:00:00,1200.00,300000.00,Pending
572,4,1000,2026-02-02 00:00:00,2400.00,2400000.00,Pending
573,8,50,2025-05-19 00:00:00,450.00,22500.00,Delivered
574,2,250,2025-06-28 00:00:00,6800.00,1700000.00,Delivered
575,14,50,2025-02-10 00:00:00,380.00,19000.00,Delivered
576,9,250,2025-10-25 00:00:00,250.00,62500.00,Pending
577,2,50,2025-04-16 00:00:00,6800.00,340000.00,Delivered
578,2,1000,2025-04-23 00:00:00,6800.00,6800000.00,Shipped
579,2,250,2025-02-26 00:00:00,6800.00,1700000.00,Pending
580,2,500,2025-07-20 00:00:00,6800.00,3400000.00,Delivered
581,9,250,2025-08-31 00:00:00,250.00,62500.00,Delivered
582,14,500,2025-01-21 00:00:00,380.00,190000.00,Pending
583,10,50,2025-12-06 00:00:00,180.00,9000.00,Pending
584,12,1000,2025-04-07 00:00:00,1500.00,1500000.00,Pending
585,1,50,2025-07-18 00:00:00,8500.00,425000.00,Delivered
586,8,100,2025-07-12 00:00:00,450.00,45000.00,Delivered
587,14,500,2025-09-16 00:00:00,380.00,190000.00,Pending
588,9,100,2026-01-05 00:00:00,250.00,25000.00,Pending
589,4,500,2025-07-27 00:00:00,2400.00,1200000.00,Pending
590,14,500,2025-06-29 00:00:00,380.00,190000.00,Delivered
591,7,100,2025-05-30 00:00:00,1200.00,120000.00,Delivered
592,4,50,2025-05-31 00:00:00,2400.00,120000.00,Pending
593,4,50,2025-12-26 00:00:00,2400.00,120000.00,Shipped
594,14,500,2025-02-18 00:00:00,380.00,190000.00,Delivered
595,1,500,2026-01-10 00:00:00,8500.00,4250000.00,Delivered
596,14,250,2026-02-04 00:00:00,380.00,95000.00,Shipped
597,11,1000,2025-11-21 00:00:00,800.00,800000.00,Shipped
598,13,250,2026-02-08 00:00:00,2200.00,550000.00,Shipped
599,14,250,2025-05-24 00:00:00,380.00,95000.00,Delivered
600,3,500,2025-04-27 00:00:00,4900.00,2450000.00,Delivered
601,4,500,2026-03-07 00:00:00,2400.00,1200000.00,Delivered
602,13,1000,2026-02-24 00:00:00,2200.00,2200000.00,Pending
603,2,250,2025-08-14 00:00:00,6800.00,1700000.00,Pending
604,6,50,2025-01-04 00:00:00,3900.00,195000.00,Delivered
605,3,1000,2025-05-21 00:00:00,4900.00,4900000.00,Delivered
606,8,250,2025-07-14 00:00:00,450.00,112500.00,Delivered
607,4,50,2025-08-06 00:00:00,2400.00,120000.00,Delivered
608,14,50,2025-02-10 00:00:00,380.00,19000.00,Shipped
609,9,100,2025-06-17 00:00:00,250.00,25000.00,Delivered
610,13,500,2025-05-29 00:00:00,2200.00,1100000.00,Delivered
611,14,100,2025-02-03 00:00:00,380.00,38000.00,Delivered
612,1,100,2025-06-15 00:00:00,8500.00,850000.00,Pending
613,8,250,2025-07-07 00:00:00,450.00,112500.00,Pending
614,13,1000,2025-05-23 00:00:00,2200.00,2200000.00,Shipped
615,1,250,2025-02-11 00:00:00,8500.00,2125000.00,Shipped
616,8,500,2025-10-19 00:00:00,450.00,225000.00,Pending
617,4,250,2025-09-03 00:00:00,2400.00,600000.00,Delivered
618,10,1000,2025-08-05 00:00:00,180.00,180000.00,Pending
619,10,250,2026-02-16 00:00:00,180.00,45000.00,Shipped
620,12,250,2025-05-16 00:00:00,1500.00,375000.00,Pending
621,9,100,2025-10-07 00:00:00,250.00,25000.00,Shipped
622,13,50,2025-06-21 00:00:00,2200.00,110000.00,Delivered
623,13,1000,2026-03-07 00:00:00,2200.00,2200000.00,Pending
624,2,50,2026-03-07 00:00:00,6800.00,340000.00,Delivered
625,2,250,2025-03-04 00:00:00,6800.00,1700000.00,Delivered
626,6,100,2025-02-14 00:00:00,3900.00,390000.00,Pending
627,5,50,2025-02-03 00:00:00,2800.00,140000.00,Delivered
628,7,1000,2025-09-14 00:00:00,1200.00,1200000.00,Delivered
629,8,500,2026-03-09 00:00:00,450.00,225000.00,Delivered
630,4,100,2025-05-18 00:00:00,2400.00,240000.00,Delivered
631,6,1000,2025-09-16 00:00:00,3900.00,3900000.00,Delivered
632,3,50,2025-03-06 00:00:00,4900.00,245000.00,Pending
633,14,500,2025-02-25 00:00:00,380.00,190000.00,Delivered
634,14,100,2026-02-11 00:00:00,380.00,38000.00,Delivered
635,6,250,2025-09-19 00:00:00,3900.00,975000.00,Pending
636,8,50,2025-03-01 00:00:00,450.00,22500.00,Delivered
637,6,1000,2025-06-04 00:00:00,3900.00,3900000.00,Delivered
638,13,50,2025-05-31 00:00:00,2200.00,110000.00,Delivered
639,12,250,2025-03-14 00:00:00,1500.00,375000.00,Delivered
640,1,1000,2025-06-09 00:00:00,8500.00,8500000.00,Shipped
641,4,1000,2026-03-14 00:00:00,2400.00,2400000.00,Shipped
642,2,250,2025-06-28 00:00:00,6800.00,1700000.00,Shipped
643,4,500,2025-11-20 00:00:00,2400.00,1200000.00,Delivered
644,8,1000,2025-08-21 00:00:00,450.00,450000.00,Delivered
645,10,250,2026-03-04 00:00:00,180.00,45000.00,Shipped
646,1,1000,2025-01-18 00:00:00,8500.00,8500000.00,Shipped
647,6,50,2025-12-05 00:00:00,3900.00,195000.00,Shipped
648,8,50,2025-06-24 00:00:00,450.00,22500.00,Pending
649,12,1000,2025-05-11 00:00:00,1500.00,1500000.00,Delivered
650,5,1000,2025-02-08 00:00:00,2800.00,2800000.00,Delivered
651,5,1000,2026-01-27 00:00:00,2800.00,2800000.00,Delivered
652,5,50,2026-01-02 00:00:00,2800.00,140000.00,Pending
653,13,250,2025-03-15 00:00:00,2200.00,550000.00,Delivered
654,14,500,2026-01-14 00:00:00,380.00,190000.00,Pending
655,7,50,2025-04-27 00:00:00,1200.00,60000.00,Pending
656,12,500,2025-02-21 00:00:00,1500.00,750000.00,Pending
657,7,250,2025-07-20 00:00:00,1200.00,300000.00,Delivered
658,9,500,2025-08-15 00:00:00,250.00,125000.00,Shipped
659,13,250,2025-06-15 00:00:00,2200.00,550000.00,Delivered
660,1,50,2025-08-10 00:00:00,8500.00,425000.00,Delivered
661,5,500,2026-02-03 00:00:00,2800.00,1400000.00,Delivered
662,2,100,2025-08-31 00:00:00,6800.00,680000.00,Shipped
663,3,250,2025-10-30 00:00:00,4900.00,1225000.00,Shipped
664,2,250,2025-05-03 00:00:00,6800.00,1700000.00,Shipped
665,6,250,2025-09-21 00:00:00,3900.00,975000.00,Delivered
666,1,500,2026-03-22 00:00:00,8500.00,4250000.00,Delivered
667,2,1000,2025-10-06 00:00:00,6800.00,6800000.00,Pending
668,7,500,2025-10-20 00:00:00,1200.00,600000.00,Shipped
669,2,250,2025-01-18 00:00:00,6800.00,1700000.00,Shipped
670,14,500,2025-05-09 00:00:00,380.00,190000.00,Shipped
671,12,250,2025-02-26 00:00:00,1500.00,375000.00,Delivered
672,14,50,2026-03-03 00:00:00,380.00,19000.00,Delivered
673,14,500,2025-02-20 00:00:00,380.00,190000.00,Delivered
674,2,100,2025-09-10 00:00:00,6800.00,680000.00,Pending
675,13,50,2025-11-27 00:00:00,2200.00,110000.00,Delivered
676,1,500,2025-07-20 00:00:00,8500.00,4250000.00,Shipped
677,11,250,2025-06-19 00:00:00,800.00,200000.00,Delivered
678,6,100,2025-04-29 00:00:00,3900.00,390000.00,Shipped
679,7,100,2026-01-28 00:00:00,1200.00,120000.00,Delivered
680,6,250,2025-11-30 00:00:00,3900.00,975000.00,Pending
681,11,100,2025-10-07 00:00:00,800.00,80000.00,Delivered
682,2,1000,2025-10-12 00:00:00,6800.00,6800000.00,Delivered
683,4,250,2025-07-31 00:00:00,2400.00,600000.00,Delivered
684,11,100,2025-04-13 00:00:00,800.00,80000.00,Delivered
685,5,100,2025-12-07 00:00:00,2800.00,280000.00,Delivered
686,13,250,2025-03-06 00:00:00,2200.00,550000.00,Shipped
687,7,250,2026-01-07 00:00:00,1200.00,300000.00,Delivered
688,5,1000,2025-03-08 00:00:00,2800.00,2800000.00,Delivered
689,14,100,2025-08-20 00:00:00,380.00,38000.00,Delivered
690,5,500,2025-12-26 00:00:00,2800.00,1400000.00,Shipped
691,9,100,2025-10-04 00:00:00,250.00,25000.00,Shipped
692,14,250,2026-01-23 00:00:00,380.00,95000.00,Delivered
693,8,500,2026-03-12 00:00:00,450.00,225000.00,Pending
694,8,1000,2026-03-10 00:00:00,450.00,450000.00,Shipped
695,2,1000,2025-12-13 00:00:00,6800.00,6800000.00,Delivered
696,11,250,2025-01-07 00:00:00,800.00,200000.00,Pending
697,1,1000,2026-02-08 00:00:00,8500.00,8500000.00,Delivered
698,7,1000,2025-03-22 00:00:00,1200.00,1200000.00,Delivered
699,6,1000,2025-10-28 00:00:00,3900.00,3900000.00,Delivered
700,5,500,2025-01-23 00:00:00,2800.00,1400000.00,Delivered
701,14,250,2025-05-07 00:00:00,380.00,95000.00,Pending
702,6,500,2025-01-02 00:00:00,3900.00,1950000.00,Delivered
703,14,100,2025-07-29 00:00:00,380.00,38000.00,Shipped
704,11,250,2025-09-23 00:00:00,800.00,200000.00,Pending
705,14,50,2025-09-22 00:00:00,380.00,19000.00,Pending
706,11,250,2025-07-03 00:00:00,800.00,200000.00,Shipped
707,10,1000,2025-09-18 00:00:00,180.00,180000.00,Pending
708,7,1000,2025-11-13 00:00:00,1200.00,1200000.00,Delivered
709,1,100,2025-03-30 00:00:00,8500.00,850000.00,Delivered
710,1,50,2025-10-19 00:00:00,8500.00,425000.00,Delivered
711,1,1000,2025-03-03 00:00:00,8500.00,8500000.00,Delivered
712,8,1000,2025-03-15 00:00:00,450.00,450000.00,Delivered
713,5,100,2025-11-04 00:00:00,2800.00,280000.00,Shipped
714,1,500,2025-05-06 00:00:00,8500.00,4250000.00,Pending
715,3,500,2025-06-16 00:00:00,4900.00,2450000.00,Delivered
716,7,1000,2025-03-06 00:00:00,1200.00,1200000.00,Shipped
717,3,250,2025-12-01 00:00:00,4900.00,1225000.00,Delivered
718,13,50,2025-07-26 00:00:00,2200.00,110000.00,Shipped
719,5,500,2025-08-12 00:00:00,2800.00,1400000.00,Delivered
720,6,250,2025-10-04 00:00:00,3900.00,975000.00,Delivered
721,12,100,2025-07-11 00:00:00,1500.00,150000.00,Delivered
722,12,50,2025-02-28 00:00:00,1500.00,75000.00,Shipped
723,14,50,2025-08-09 00:00:00,380.00,19000.00,Delivered
724,12,250,2025-09-10 00:00:00,1500.00,375000.00,Pending
725,1,1000,2025-04-21 00:00:00,8500.00,8500000.00,Delivered
726,10,250,2025-02-05 00:00:00,180.00,45000.00,Pending
727,7,500,2025-07-19 00:00:00,1200.00,600000.00,Shipped
728,14,1000,2026-02-14 00:00:00,380.00,380000.00,Delivered
729,13,100,2025-05-27 00:00:00,2200.00,220000.00,Shipped
730,3,500,2025-03-28 00:00:00,4900.00,2450000.00,Delivered
731,5,250,2025-11-18 00:00:00,2800.00,700000.00,Pending
732,14,1000,2026-02-09 00:00:00,380.00,380000.00,Delivered
733,3,1000,2025-03-15 00:00:00,4900.00,4900000.00,Pending
734,14,500,2025-03-24 00:00:00,380.00,190000.00,Pending
735,12,1000,2025-10-31 00:00:00,1500.00,1500000.00,Delivered
736,11,500,2025-07-07 00:00:00,800.00,400000.00,Pending
737,14,250,2025-02-13 00:00:00,380.00,95000.00,Pending
738,4,250,2025-11-05 00:00:00,2400.00,600000.00,Delivered
739,7,500,2025-05-28 00:00:00,1200.00,600000.00,Pending
740,11,500,2025-01-04 00:00:00,800.00,400000.00,Delivered
741,9,50,2025-08-25 00:00:00,250.00,12500.00,Delivered
742,4,1000,2025-08-23 00:00:00,2400.00,2400000.00,Shipped
743,12,250,2026-03-02 00:00:00,1500.00,375000.00,Pending
744,3,100,2025-09-06 00:00:00,4900.00,490000.00,Delivered
745,14,250,2025-08-08 00:00:00,380.00,95000.00,Pending
746,14,250,2025-03-31 00:00:00,380.00,95000.00,Pending
747,1,500,2025-03-09 00:00:00,8500.00,4250000.00,Delivered
748,1,250,2025-03-21 00:00:00,8500.00,2125000.00,Pending
749,1,50,2026-02-23 00:00:00,8500.00,425000.00,Delivered
750,8,50,2025-12-28 00:00:00,450.00,22500.00,Delivered
751,10,100,2025-03-15 00:00:00,180.00,18000.00,Delivered
752,8,50,2025-01-26 00:00:00,450.00,22500.00,Delivered
753,9,50,2025-03-04 00:00:00,250.00,12500.00,Delivered
754,9,250,2025-05-09 00:00:00,250.00,62500.00,Shipped
755,10,250,2025-07-31 00:00:00,180.00,45000.00,Pending
756,2,250,2025-08-05 00:00:00,6800.00,1700000.00,Delivered
757,7,500,2025-12-16 00:00:00,1200.00,600000.00,Pending
758,9,100,2025-09-16 00:00:00,250.00,25000.00,Delivered
759,8,1000,2025-05-14 00:00:00,450.00,450000.00,Delivered
760,10,50,2026-02-27 00:00:00,180.00,9000.00,Pending
761,12,1000,2025-10-23 00:00:00,1500.00,1500000.00,Delivered
762,13,1000,2025-09-24 00:00:00,2200.00,2200000.00,Pending
763,3,500,2025-05-27 00:00:00,4900.00,2450000.00,Delivered
764,8,500,2026-01-04 00:00:00,450.00,225000.00,Delivered
765,7,500,2025-10-28 00:00:00,1200.00,600000.00,Pending
766,11,100,2026-03-03 00:00:00,800.00,80000.00,Pending
767,4,250,2025-10-11 00:00:00,2400.00,600000.00,Delivered
768,9,1000,2025-01-02 00:00:00,250.00,250000.00,Shipped
769,12,50,2025-02-19 00:00:00,1500.00,75000.00,Delivered
770,14,1000,2025-10-21 00:00:00,380.00,380000.00,Shipped
771,13,500,2025-12-03 00:00:00,2200.00,1100000.00,Delivered
772,10,100,2025-02-02 00:00:00,180.00,18000.00,Shipped
773,5,500,2025-10-29 00:00:00,2800.00,1400000.00,Pending
774,14,50,2026-03-24 00:00:00,380.00,19000.00,Delivered
775,1,50,2025-02-18 00:00:00,8500.00,425000.00,Delivered
776,4,1000,2025-10-13 00:00:00,2400.00,2400000.00,Delivered
777,14,100,2025-01-22 00:00:00,380.00,38000.00,Delivered
778,2,1000,2026-01-21 00:00:00,6800.00,6800000.00,Pending
779,3,50,2025-08-20 00:00:00,4900.00,245000.00,Delivered
780,8,1000,2025-07-20 00:00:00,450.00,450000.00,Pending
781,6,1000,2025-03-11 00:00:00,3900.00,3900000.00,Pending
782,5,50,2025-03-05 00:00:00,2800.00,140000.00,Shipped
783,13,1000,2025-03-27 00:00:00,2200.00,2200000.00,Shipped
784,1,50,2025-02-19 00:00:00,8500.00,425000.00,Pending
785,7,50,2025-06-18 00:00:00,1200.00,60000.00,Delivered
786,1,250,2025-04-02 00:00:00,8500.00,2125000.00,Pending
787,9,500,2025-08-22 00:00:00,250.00,125000.00,Shipped
788,9,1000,2025-11-10 00:00:00,250.00,250000.00,Pending
789,5,1000,2025-06-22 00:00:00,2800.00,2800000.00,Shipped
790,14,500,2025-01-04 00:00:00,380.00,190000.00,Delivered
791,6,50,2025-11-10 00:00:00,3900.00,195000.00,Delivered
792,9,500,2025-04-19 00:00:00,250.00,125000.00,Delivered
793,6,500,2025-11-27 00:00:00,3900.00,1950000.00,Delivered
794,14,250,2025-05-08 00:00:00,380.00,95000.00,Delivered
795,13,100,2025-01-20 00:00:00,2200.00,220000.00,Pending
796,11,50,2025-04-20 00:00:00,800.00,40000.00,Delivered
797,9,100,2025-08-11 00:00:00,250.00,25000.00,Delivered
798,13,1000,2025-03-14 00:00:00,2200.00,2200000.00,Delivered
799,5,500,2025-04-29 00:00:00,2800.00,1400000.00,Delivered
800,3,500,2025-12-12 00:00:00,4900.00,2450000.00,Shipped
801,2,1000,2025-02-11 00:00:00,6800.00,6800000.00,Shipped
802,6,50,2025-03-28 00:00:00,3900.00,195000.00,Shipped
803,10,500,2025-11-10 00:00:00,180.00,90000.00,Delivered
804,1,1000,2025-04-18 00:00:00,8500.00,8500000.00,Pending
805,3,250,2025-08-15 00:00:00,4900.00,1225000.00,Shipped
806,4,250,2025-06-06 00:00:00,2400.00,600000.00,Delivered
807,11,250,2026-01-27 00:00:00,800.00,200000.00,Delivered
808,3,1000,2025-12-12 00:00:00,4900.00,4900000.00,Shipped
809,2,100,2025-05-04 00:00:00,6800.00,680000.00,Delivered
810,12,100,2025-01-30 00:00:00,1500.00,150000.00,Pending
811,9,500,2025-07-06 00:00:00,250.00,125000.00,Pending
812,4,1000,2026-02-27 00:00:00,2400.00,2400000.00,Delivered
813,5,1000,2025-08-28 00:00:00,2800.00,2800000.00,Delivered
814,10,500,2025-11-28 00:00:00,180.00,90000.00,Delivered
815,12,100,2025-03-07 00:00:00,1500.00,150000.00,Delivered
816,4,250,2025-02-22 00:00:00,2400.00,600000.00,Pending
817,3,1000,2025-04-21 00:00:00,4900.00,4900000.00,Pending
818,8,500,2025-02-09 00:00:00,450.00,225000.00,Delivered
819,9,100,2025-01-02 00:00:00,250.00,25000.00,Shipped
820,5,50,2025-10-11 00:00:00,2800.00,140000.00,Pending
821,9,100,2025-07-24 00:00:00,250.00,25000.00,Delivered
822,13,500,2025-12-10 00:00:00,2200.00,1100000.00,Pending
