id,vehicle_id,assembly_stage,cycle_time_mins,defect_detected,recorded_at
510,8,Quality Inspection,18,false,2025-12-20 00:00:00
511,3,Final Assembly,67,false,2025-04-05 00:00:00
512,7,Battery Integration,105,false,2025-08-20 00:00:00
513,9,Final Assembly,85,false,2025-02-15 00:00:00
514,3,Painting,66,false,2025-05-13 00:00:00
515,3,Stamping,119,false,2026-03-22 00:00:00
516,8,Drive Unit Install,79,false,2026-02-12 00:00:00
517,4,Stamping,37,false,2026-04-24 00:00:00
518,5,Painting,99,false,2025-11-23 00:00:00
519,6,Battery Integration,111,false,2026-03-11 00:00:00
520,8,Stamping,20,false,2026-02-22 00:00:00
521,6,Welding,74,false,2025-08-06 00:00:00
522,8,Stamping,27,false,2025-05-30 00:00:00
523,5,Drive Unit Install,42,false,2025-10-10 00:00:00
524,3,Painting,66,false,2025-07-28 00:00:00
525,10,Painting,72,false,2025-12-11 00:00:00
526,4,Painting,106,false,2025-03-21 00:00:00
527,1,Painting,48,false,2025-07-05 00:00:00
528,8,Stamping,21,false,2025-11-02 00:00:00
529,6,Battery Integration,54,false,2026-02-11 00:00:00
530,1,Quality Inspection,47,false,2025-01-13 00:00:00
531,10,Battery Integration,31,false,2025-06-16 00:00:00
532,9,Painting,45,false,2025-06-27 00:00:00
533,9,Final Assembly,52,false,2025-12-14 00:00:00
534,2,Quality Inspection,66,false,2025-09-02 00:00:00
535,2,Welding,57,false,2025-12-14 00:00:00
536,11,Painting,100,false,2026-01-09 00:00:00
537,10,Stamping,44,false,2025-05-27 00:00:00
538,3,Welding,80,false,2026-01-11 00:00:00
539,9,Quality Inspection,60,false,2025-02-19 00:00:00
540,8,Stamping,98,false,2025-04-05 00:00:00
541,6,Painting,55,false,2025-07-06 00:00:00
542,9,Final Assembly,57,true,2025-12-10 00:00:00
543,6,Battery Integration,95,false,2026-01-09 00:00:00
544,8,Final Assembly,96,false,2025-12-24 00:00:00
545,1,Drive Unit Install,119,false,2025-04-12 00:00:00
546,8,Final Assembly,107,false,2025-02-13 00:00:00
547,6,Final Assembly,19,false,2025-05-30 00:00:00
548,1,Painting,114,false,2025-11-04 00:00:00
549,11,Welding,107,false,2025-02-24 00:00:00
550,8,Quality Inspection,117,false,2025-08-03 00:00:00
551,11,Final Assembly,43,false,2025-01-07 00:00:00
552,6,Battery Integration,17,false,2026-02-02 00:00:00
553,10,Battery Integration,104,false,2025-07-19 00:00:00
554,3,Quality Inspection,67,false,2025-12-30 00:00:00
555,10,Drive Unit Install,82,false,2025-03-27 00:00:00
556,10,Welding,53,false,2026-01-27 00:00:00
557,5,Stamping,21,false,2026-01-10 00:00:00
558,8,Welding,29,false,2026-04-14 00:00:00
559,1,Quality Inspection,16,false,2025-07-11 00:00:00
560,3,Painting,102,false,2025-12-26 00:00:00
561,8,Final Assembly,24,false,2025-12-10 00:00:00
562,10,Stamping,35,false,2026-01-09 00:00:00
563,11,Stamping,42,false,2025-12-19 00:00:00
564,5,Drive Unit Install,119,false,2025-12-13 00:00:00
565,8,Stamping,94,false,2025-03-30 00:00:00
566,9,Stamping,65,false,2025-09-20 00:00:00
567,4,Drive Unit Install,68,false,2025-09-03 00:00:00
568,2,Battery Integration,113,false,2026-02-01 00:00:00
569,9,Final Assembly,120,false,2026-03-19 00:00:00
570,8,Welding,113,false,2025-09-22 00:00:00
571,1,Drive Unit Install,57,false,2026-01-27 00:00:00
572,4,Battery Integration,75,false,2025-03-18 00:00:00
573,1,Drive Unit Install,63,false,2026-04-14 00:00:00
574,6,Quality Inspection,89,false,2026-01-06 00:00:00
575,10,Stamping,116,false,2025-09-02 00:00:00
576,10,Quality Inspection,23,false,2026-01-06 00:00:00
577,4,Quality Inspection,58,false,2025-06-15 00:00:00
578,2,Stamping,42,false,2025-04-08 00:00:00
579,2,Quality Inspection,88,false,2025-04-13 00:00:00
580,6,Painting,83,false,2025-05-29 00:00:00
581,1,Stamping,91,false,2025-02-26 00:00:00
582,5,Drive Unit Install,54,false,2025-10-06 00:00:00
583,7,Drive Unit Install,39,false,2025-08-31 00:00:00
584,2,Final Assembly,53,false,2025-06-06 00:00:00
585,5,Final Assembly,80,false,2025-08-01 00:00:00
586,11,Quality Inspection,75,false,2025-03-07 00:00:00
587,8,Drive Unit Install,118,false,2026-04-19 00:00:00
588,7,Battery Integration,119,false,2026-02-05 00:00:00
589,7,Painting,20,false,2025-02-03 00:00:00
590,9,Stamping,76,false,2026-04-22 00:00:00
591,3,Quality Inspection,56,false,2025-08-07 00:00:00
592,9,Quality Inspection,44,false,2025-11-18 00:00:00
593,8,Battery Integration,99,false,2025-03-23 00:00:00
594,6,Welding,41,false,2025-05-09 00:00:00
595,11,Welding,40,false,2025-10-06 00:00:00
596,3,Stamping,23,false,2026-02-08 00:00:00
597,5,Welding,55,false,2025-07-03 00:00:00
598,2,Final Assembly,94,false,2025-09-03 00:00:00
599,7,Final Assembly,57,false,2025-01-12 00:00:00
600,4,Drive Unit Install,80,false,2025-05-11 00:00:00
601,1,Quality Inspection,47,false,2025-04-06 00:00:00
602,8,Final Assembly,35,false,2026-02-08 00:00:00
603,2,Final Assembly,98,false,2026-01-31 00:00:00
604,11,Drive Unit Install,110,false,2026-03-18 00:00:00
605,10,Battery Integration,58,false,2025-08-30 00:00:00
606,9,Battery Integration,31,false,2025-03-15 00:00:00
607,2,Welding,47,false,2025-09-14 00:00:00
608,3,Drive Unit Install,85,false,2026-02-14 00:00:00
609,1,Battery Integration,58,false,2026-01-11 00:00:00
610,7,Welding,117,false,2025-12-07 00:00:00
611,9,Battery Integration,41,false,2025-11-29 00:00:00
612,11,Painting,88,false,2026-04-09 00:00:00
613,4,Stamping,27,false,2025-12-31 00:00:00
614,9,Battery Integration,42,false,2026-02-16 00:00:00
615,10,Welding,66,false,2025-10-12 00:00:00
616,3,Painting,64,false,2025-08-12 00:00:00
617,1,Final Assembly,53,false,2025-11-20 00:00:00
618,1,Battery Integration,63,false,2025-09-28 00:00:00
619,2,Drive Unit Install,120,false,2025-12-31 00:00:00
620,4,Quality Inspection,118,false,2025-06-03 00:00:00
621,9,Painting,115,false,2025-02-09 00:00:00
622,3,Battery Integration,99,false,2025-10-02 00:00:00
623,11,Quality Inspection,68,false,2025-06-15 00:00:00
624,6,Drive Unit Install,73,false,2025-05-08 00:00:00
625,6,Drive Unit Install,88,false,2025-02-02 00:00:00
626,10,Quality Inspection,79,true,2026-01-22 00:00:00
627,8,Welding,30,false,2026-02-15 00:00:00
628,10,Final Assembly,99,false,2025-08-23 00:00:00
629,10,Drive Unit Install,85,false,2025-02-16 00:00:00
630,10,Final Assembly,119,false,2025-03-20 00:00:00
631,2,Quality Inspection,19,false,2026-02-12 00:00:00
632,5,Final Assembly,95,false,2025-04-16 00:00:00
633,10,Quality Inspection,104,false,2025-07-16 00:00:00
634,1,Quality Inspection,95,false,2025-04-08 00:00:00
635,7,Final Assembly,43,false,2026-03-19 00:00:00
636,6,Battery Integration,50,false,2025-07-05 00:00:00
637,11,Drive Unit Install,40,false,2025-04-16 00:00:00
638,6,Battery Integration,47,false,2025-11-04 00:00:00
639,5,Drive Unit Install,120,false,2025-01-07 00:00:00
640,10,Drive Unit Install,38,false,2026-01-05 00:00:00
641,3,Stamping,19,false,2025-05-08 00:00:00
642,3,Quality Inspection,43,false,2026-03-04 00:00:00
643,3,Quality Inspection,61,false,2025-05-09 00:00:00
644,8,Painting,51,false,2026-03-03 00:00:00
645,6,Battery Integration,50,false,2025-06-08 00:00:00
646,7,Quality Inspection,41,false,2025-05-15 00:00:00
647,8,Drive Unit Install,57,false,2025-01-16 00:00:00
648,2,Drive Unit Install,32,false,2026-02-20 00:00:00
649,4,Final Assembly,90,false,2026-03-28 00:00:00
650,5,Drive Unit Install,98,false,2025-01-03 00:00:00
651,4,Welding,65,false,2026-03-20 00:00:00
652,3,Painting,50,false,2025-07-03 00:00:00
653,7,Painting,19,false,2026-01-25 00:00:00
654,2,Final Assembly,38,false,2026-04-11 00:00:00
655,8,Welding,83,false,2026-01-09 00:00:00
656,4,Stamping,18,true,2026-02-09 00:00:00
657,6,Quality Inspection,112,false,2026-03-21 00:00:00
658,8,Welding,58,false,2026-01-19 00:00:00
659,3,Welding,93,false,2026-03-23 00:00:00
660,3,Drive Unit Install,100,false,2025-01-04 00:00:00
661,10,Welding,120,false,2025-09-12 00:00:00
662,9,Quality Inspection,95,false,2025-11-27 00:00:00
663,8,Drive Unit Install,16,false,2025-07-14 00:00:00
664,1,Quality Inspection,64,false,2026-04-16 00:00:00
665,8,Drive Unit Install,95,false,2025-08-05 00:00:00
666,7,Painting,92,false,2025-11-15 00:00:00
667,9,Welding,32,false,2025-09-06 00:00:00
668,8,Quality Inspection,39,false,2025-01-15 00:00:00
669,10,Battery Integration,44,false,2026-02-07 00:00:00
670,6,Drive Unit Install,88,false,2025-08-12 00:00:00
671,1,Welding,39,false,2025-02-13 00:00:00
672,6,Final Assembly,102,false,2025-03-13 00:00:00
673,4,Stamping,28,false,2025-06-10 00:00:00
674,9,Painting,49,false,2025-01-27 00:00:00
675,8,Drive Unit Install,110,false,2026-03-27 00:00:00
676,4,Drive Unit Install,89,false,2025-09-02 00:00:00
677,11,Welding,75,false,2026-02-17 00:00:00
678,1,Painting,104,false,2025-04-19 00:00:00
679,7,Painting,74,false,2025-04-25 00:00:00
680,1,Quality Inspection,88,false,2025-08-28 00:00:00
681,4,Quality Inspection,90,false,2025-10-21 00:00:00
682,8,Welding,64,false,2025-03-14 00:00:00
683,7,Quality Inspection,46,false,2025-03-08 00:00:00
684,1,Final Assembly,64,false,2025-12-12 00:00:00
685,1,Stamping,83,false,2025-01-17 00:00:00
686,7,Final Assembly,69,false,2025-11-07 00:00:00
687,10,Quality Inspection,28,false,2025-05-06 00:00:00
688,10,Quality Inspection,107,false,2026-01-17 00:00:00
689,11,Battery Integration,88,false,2025-12-21 00:00:00
690,9,Welding,65,false,2026-02-03 00:00:00
691,11,Final Assembly,31,false,2025-05-27 00:00:00
692,6,Battery Integration,94,false,2025-12-05 00:00:00
693,2,Stamping,54,false,2025-06-19 00:00:00
694,9,Battery Integration,80,false,2025-09-15 00:00:00
695,3,Painting,65,false,2025-04-03 00:00:00
696,4,Painting,34,false,2025-11-26 00:00:00
697,5,Painting,67,false,2025-02-03 00:00:00
698,6,Battery Integration,57,false,2025-03-08 00:00:00
699,8,Final Assembly,30,false,2025-11-27 00:00:00
700,6,Stamping,33,false,2025-04-24 00:00:00
701,4,Battery Integration,93,false,2025-05-01 00:00:00
702,3,Final Assembly,59,false,2026-02-11 00:00:00
703,11,Painting,82,false,2025-05-20 00:00:00
704,1,Painting,53,false,2025-06-29 00:00:00
705,6,Stamping,104,false,2025-01-15 00:00:00
706,6,Quality Inspection,120,false,2025-06-16 00:00:00
707,3,Quality Inspection,95,false,2025-03-13 00:00:00
708,10,Final Assembly,116,false,2025-05-12 00:00:00
709,2,Stamping,19,false,2026-02-08 00:00:00
710,10,Painting,22,false,2025-01-14 00:00:00
711,9,Final Assembly,114,false,2025-06-08 00:00:00
712,6,Drive Unit Install,58,false,2025-03-07 00:00:00
713,9,Painting,103,false,2025-04-08 00:00:00
714,10,Welding,48,false,2026-03-15 00:00:00
715,9,Painting,106,true,2025-08-25 00:00:00
716,9,Quality Inspection,16,false,2025-08-10 00:00:00
717,6,Battery Integration,53,false,2026-01-30 00:00:00
718,9,Welding,19,false,2025-07-31 00:00:00
719,10,Final Assembly,112,false,2025-08-11 00:00:00
720,7,Quality Inspection,21,false,2025-03-13 00:00:00
721,8,Painting,56,false,2025-07-06 00:00:00
722,2,Drive Unit Install,84,false,2025-11-19 00:00:00
723,6,Stamping,24,false,2025-07-18 00:00:00
724,6,Drive Unit Install,119,false,2025-03-22 00:00:00
725,8,Stamping,62,false,2026-01-15 00:00:00
726,8,Drive Unit Install,39,false,2026-01-05 00:00:00
727,3,Painting,91,false,2025-07-09 00:00:00
728,4,Final Assembly,56,false,2025-08-08 00:00:00
729,7,Welding,108,false,2025-07-13 00:00:00
730,1,Painting,120,false,2025-04-24 00:00:00
731,3,Quality Inspection,65,false,2025-11-17 00:00:00
732,2,Final Assembly,47,true,2025-10-14 00:00:00
733,9,Drive Unit Install,119,false,2025-05-13 00:00:00
734,8,Quality Inspection,118,false,2025-03-19 00:00:00
735,3,Stamping,47,false,2026-03-22 00:00:00
736,6,Final Assembly,63,false,2025-11-27 00:00:00
737,2,Battery Integration,116,false,2025-02-06 00:00:00
738,2,Welding,55,false,2026-01-03 00:00:00
739,8,Stamping,84,false,2025-09-22 00:00:00
740,2,Welding,17,false,2026-01-30 00:00:00
741,11,Stamping,27,false,2026-02-10 00:00:00
742,10,Drive Unit Install,107,false,2025-08-10 00:00:00
743,4,Battery Integration,114,false,2025-11-21 00:00:00
744,6,Battery Integration,49,false,2025-01-17 00:00:00
745,6,Painting,59,false,2025-03-25 00:00:00
746,8,Welding,119,false,2026-03-29 00:00:00
747,10,Painting,39,false,2025-02-15 00:00:00
748,5,Quality Inspection,66,false,2025-07-06 00:00:00
749,3,Drive Unit Install,52,false,2026-03-16 00:00:00
750,2,Painting,32,false,2025-06-02 00:00:00
751,3,Quality Inspection,98,false,2025-08-14 00:00:00
752,1,Stamping,67,false,2026-01-25 00:00:00
753,5,Painting,65,false,2025-09-19 00:00:00
754,7,Quality Inspection,87,false,2025-08-25 00:00:00
755,6,Final Assembly,58,false,2026-04-09 00:00:00
756,10,Drive Unit Install,116,false,2025-12-20 00:00:00
757,11,Battery Integration,75,false,2025-07-12 00:00:00
758,2,Drive Unit Install,34,false,2025-12-17 00:00:00
759,2,Quality Inspection,62,false,2026-02-13 00:00:00
760,4,Quality Inspection,102,false,2025-11-10 00:00:00
761,9,Drive Unit Install,65,false,2026-03-19 00:00:00
762,8,Painting,105,false,2026-01-14 00:00:00
763,3,Final Assembly,57,false,2026-02-22 00:00:00
764,5,Quality Inspection,19,false,2025-10-23 00:00:00
765,4,Quality Inspection,105,false,2025-09-10 00:00:00
766,10,Welding,35,false,2025-07-06 00:00:00
767,11,Welding,38,false,2025-09-11 00:00:00
768,8,Battery Integration,117,false,2025-03-12 00:00:00
769,7,Quality Inspection,100,false,2026-04-04 00:00:00
770,8,Final Assembly,35,false,2025-02-10 00:00:00
771,11,Final Assembly,46,false,2026-03-31 00:00:00
772,1,Quality Inspection,89,false,2026-03-28 00:00:00
773,6,Final Assembly,36,false,2026-03-21 00:00:00
774,3,Welding,46,false,2026-02-21 00:00:00
775,9,Final Assembly,27,false,2025-03-23 00:00:00
776,10,Final Assembly,94,false,2026-04-17 00:00:00
777,10,Quality Inspection,49,false,2025-04-10 00:00:00
778,8,Battery Integration,20,true,2025-03-12 00:00:00
779,7,Battery Integration,120,false,2025-09-08 00:00:00
780,4,Final Assembly,68,false,2025-10-17 00:00:00
781,11,Welding,44,false,2025-07-21 00:00:00
782,7,Final Assembly,23,false,2025-03-30 00:00:00
783,5,Final Assembly,48,false,2025-08-01 00:00:00
784,2,Welding,83,false,2025-05-15 00:00:00
785,3,Welding,37,false,2025-02-06 00:00:00
786,11,Stamping,85,false,2026-03-10 00:00:00
787,11,Stamping,99,false,2025-08-20 00:00:00
788,1,Painting,78,false,2026-03-14 00:00:00
789,9,Stamping,59,false,2025-11-13 00:00:00
790,8,Battery Integration,45,false,2025-01-16 00:00:00
791,4,Painting,59,false,2025-11-01 00:00:00
792,8,Battery Integration,68,false,2025-03-19 00:00:00
793,3,Welding,24,false,2025-02-27 00:00:00
794,11,Quality Inspection,45,false,2026-01-20 00:00:00
795,7,Battery Integration,83,false,2026-03-13 00:00:00
796,6,Welding,81,false,2025-10-16 00:00:00
797,10,Final Assembly,26,false,2025-11-18 00:00:00
798,5,Final Assembly,94,false,2025-08-15 00:00:00
799,2,Quality Inspection,83,false,2025-06-08 00:00:00
800,4,Welding,36,false,2025-04-25 00:00:00
801,2,Welding,108,false,2025-01-11 00:00:00
802,7,Quality Inspection,119,false,2026-03-01 00:00:00
803,7,Welding,105,false,2026-04-10 00:00:00
804,9,Quality Inspection,50,false,2025-10-15 00:00:00
805,2,Quality Inspection,82,false,2025-05-02 00:00:00
806,3,Quality Inspection,20,false,2025-02-12 00:00:00
807,11,Painting,93,false,2025-06-22 00:00:00
808,4,Quality Inspection,26,false,2026-03-19 00:00:00
809,8,Final Assembly,98,false,2025-10-24 00:00:00
810,4,Final Assembly,91,false,2026-03-05 00:00:00
811,8,Drive Unit Install,15,false,2025-05-29 00:00:00
812,2,Painting,49,false,2026-01-25 00:00:00
813,3,Drive Unit Install,115,false,2025-06-29 00:00:00
814,1,Battery Integration,75,false,2025-01-12 00:00:00
815,4,Stamping,56,false,2025-03-09 00:00:00
816,1,Stamping,106,false,2025-07-03 00:00:00
817,8,Welding,70,false,2025-08-23 00:00:00
818,10,Drive Unit Install,107,false,2025-05-24 00:00:00
819,10,Welding,17,false,2025-01-30 00:00:00
820,5,Stamping,51,false,2025-03-29 00:00:00
821,2,Painting,79,false,2026-04-07 00:00:00
822,5,Final Assembly,60,false,2025-03-24 00:00:00
823,4,Painting,74,false,2025-03-12 00:00:00
824,10,Stamping,118,false,2025-10-25 00:00:00
825,7,Final Assembly,110,false,2026-03-25 00:00:00
826,1,Quality Inspection,21,false,2025-06-24 00:00:00
827,11,Welding,28,false,2026-02-01 00:00:00
828,6,Welding,31,false,2025-02-23 00:00:00
829,6,Quality Inspection,116,false,2026-02-28 00:00:00
830,2,Drive Unit Install,84,true,2026-04-02 00:00:00
831,4,Drive Unit Install,15,false,2025-08-20 00:00:00
832,8,Stamping,27,false,2025-11-26 00:00:00
833,5,Final Assembly,82,false,2026-04-22 00:00:00
834,1,Final Assembly,48,false,2025-09-10 00:00:00
835,11,Quality Inspection,49,false,2025-05-30 00:00:00
836,7,Battery Integration,77,false,2026-01-05 00:00:00
837,5,Stamping,66,false,2025-05-28 00:00:00
838,9,Welding,88,false,2025-08-25 00:00:00
839,5,Quality Inspection,86,false,2026-02-04 00:00:00
840,3,Painting,83,false,2025-03-20 00:00:00
841,11,Battery Integration,86,false,2025-07-13 00:00:00
842,2,Final Assembly,74,false,2025-05-27 00:00:00
843,9,Battery Integration,60,false,2025-07-11 00:00:00
844,6,Stamping,70,false,2025-12-31 00:00:00
845,6,Drive Unit Install,78,false,2026-02-25 00:00:00
846,9,Quality Inspection,111,false,2025-03-20 00:00:00
847,5,Final Assembly,54,false,2025-04-07 00:00:00
848,7,Final Assembly,95,false,2026-03-26 00:00:00
849,4,Battery Integration,88,false,2025-06-06 00:00:00
850,7,Quality Inspection,28,false,2025-11-23 00:00:00
851,4,Battery Integration,89,false,2026-01-15 00:00:00
852,6,Welding,97,false,2025-06-05 00:00:00
853,11,Battery Integration,120,false,2025-12-01 00:00:00
854,4,Battery Integration,69,false,2025-04-04 00:00:00
855,1,Final Assembly,33,false,2026-04-10 00:00:00
856,1,Drive Unit Install,99,false,2026-03-23 00:00:00
857,8,Welding,45,false,2026-04-18 00:00:00
858,10,Stamping,113,false,2026-01-11 00:00:00
859,2,Battery Integration,79,false,2025-01-12 00:00:00
860,1,Painting,116,false,2025-11-07 00:00:00
861,8,Final Assembly,111,false,2025-04-10 00:00:00
862,8,Drive Unit Install,116,false,2026-03-22 00:00:00
863,7,Quality Inspection,73,false,2025-01-25 00:00:00
864,8,Welding,86,false,2025-11-17 00:00:00
865,3,Painting,94,false,2026-03-22 00:00:00
866,8,Battery Integration,57,false,2025-03-27 00:00:00
867,10,Painting,105,false,2025-02-02 00:00:00
868,9,Welding,118,false,2025-03-19 00:00:00
869,1,Battery Integration,67,false,2025-08-08 00:00:00
870,7,Drive Unit Install,61,false,2026-03-15 00:00:00
871,4,Painting,21,false,2025-06-19 00:00:00
872,2,Stamping,47,false,2025-02-06 00:00:00
873,8,Quality Inspection,44,false,2025-10-01 00:00:00
874,9,Painting,31,false,2025-01-23 00:00:00
875,7,Welding,100,false,2026-03-16 00:00:00
876,4,Battery Integration,89,false,2025-09-01 00:00:00
877,8,Stamping,85,false,2026-03-23 00:00:00
878,4,Stamping,83,false,2025-07-29 00:00:00
879,4,Quality Inspection,113,false,2026-03-27 00:00:00
880,9,Battery Integration,80,false,2026-02-13 00:00:00
881,3,Stamping,97,false,2025-09-04 00:00:00
882,11,Final Assembly,69,false,2025-06-13 00:00:00
883,2,Final Assembly,59,false,2026-01-02 00:00:00
884,10,Stamping,56,false,2026-04-24 00:00:00
885,11,Drive Unit Install,64,false,2025-03-02 00:00:00
886,2,Painting,103,false,2026-01-15 00:00:00
887,3,Painting,46,false,2026-02-04 00:00:00
888,10,Welding,70,false,2025-04-29 00:00:00
889,5,Painting,108,false,2025-10-13 00:00:00
890,11,Stamping,63,false,2025-08-14 00:00:00
891,10,Drive Unit Install,48,false,2026-03-02 00:00:00
892,1,Quality Inspection,120,false,2025-05-07 00:00:00
893,8,Welding,37,false,2025-07-14 00:00:00
894,7,Final Assembly,57,false,2025-07-07 00:00:00
895,8,Welding,82,false,2025-01-25 00:00:00
896,5,Stamping,85,false,2026-04-07 00:00:00
897,10,Welding,65,false,2025-03-03 00:00:00
898,11,Drive Unit Install,33,false,2025-07-06 00:00:00
899,6,Final Assembly,55,false,2026-02-24 00:00:00
900,6,Drive Unit Install,96,false,2025-06-17 00:00:00
901,9,Drive Unit Install,28,false,2025-10-01 00:00:00
902,5,Final Assembly,105,false,2025-03-05 00:00:00
903,11,Drive Unit Install,119,false,2025-03-17 00:00:00
904,8,Painting,84,false,2025-04-27 00:00:00
905,3,Stamping,107,false,2025-12-30 00:00:00
906,2,Stamping,61,false,2025-01-02 00:00:00
907,10,Welding,77,false,2025-05-07 00:00:00
908,4,Battery Integration,89,false,2026-04-01 00:00:00
909,2,Quality Inspection,41,false,2026-02-07 00:00:00
910,8,Welding,114,false,2025-06-27 00:00:00
911,5,Drive Unit Install,56,false,2025-03-29 00:00:00
912,7,Welding,17,false,2025-12-15 00:00:00
913,9,Welding,67,false,2025-06-09 00:00:00
914,9,Painting,81,false,2025-07-24 00:00:00
915,10,Final Assembly,15,false,2026-04-05 00:00:00
916,10,Battery Integration,27,false,2025-12-07 00:00:00
917,1,Battery Integration,119,false,2025-02-23 00:00:00
918,9,Battery Integration,16,false,2025-12-10 00:00:00
919,5,Quality Inspection,107,false,2025-11-18 00:00:00
920,1,Painting,56,false,2026-04-09 00:00:00
921,3,Final Assembly,108,false,2025-07-20 00:00:00
922,8,Final Assembly,94,false,2025-03-31 00:00:00
923,2,Welding,24,false,2025-08-16 00:00:00
924,4,Quality Inspection,119,false,2025-12-10 00:00:00
925,11,Quality Inspection,75,false,2025-07-09 00:00:00
926,1,Drive Unit Install,43,false,2025-12-24 00:00:00
927,10,Drive Unit Install,68,false,2026-01-17 00:00:00
928,10,Drive Unit Install,36,false,2025-08-08 00:00:00
929,7,Drive Unit Install,75,false,2026-02-12 00:00:00
930,7,Welding,87,false,2025-07-19 00:00:00
931,6,Quality Inspection,112,false,2025-02-24 00:00:00
932,7,Final Assembly,91,false,2025-09-17 00:00:00
933,1,Quality Inspection,50,true,2025-04-01 00:00:00
934,11,Battery Integration,17,false,2025-04-02 00:00:00
935,2,Quality Inspection,60,false,2026-01-15 00:00:00
936,10,Battery Integration,78,false,2026-01-23 00:00:00
937,10,Quality Inspection,101,false,2026-04-03 00:00:00
938,2,Painting,83,false,2026-04-14 00:00:00
939,2,Painting,88,false,2025-04-24 00:00:00
940,1,Painting,30,false,2025-09-24 00:00:00
941,8,Stamping,35,false,2026-01-26 00:00:00
942,8,Quality Inspection,70,false,2025-11-26 00:00:00
943,10,Quality Inspection,62,false,2025-08-20 00:00:00
944,10,Stamping,73,false,2025-06-01 00:00:00
945,11,Stamping,49,false,2025-05-20 00:00:00
946,7,Drive Unit Install,34,false,2025-07-26 00:00:00
947,5,Welding,68,false,2025-11-28 00:00:00
948,6,Battery Integration,28,false,2025-04-16 00:00:00
949,5,Quality Inspection,96,false,2025-12-17 00:00:00
950,7,Battery Integration,83,false,2025-03-17 00:00:00
951,4,Welding,38,false,2025-10-08 00:00:00
952,6,Drive Unit Install,37,false,2025-11-09 00:00:00
953,9,Stamping,96,true,2025-10-15 00:00:00
954,9,Welding,84,false,2025-01-07 00:00:00
955,9,Stamping,43,false,2025-11-01 00:00:00
956,1,Quality Inspection,49,false,2026-02-10 00:00:00
957,9,Painting,22,false,2025-02-27 00:00:00
958,11,Stamping,49,false,2025-03-28 00:00:00
959,7,Stamping,67,false,2025-06-12 00:00:00
960,10,Painting,23,false,2025-02-16 00:00:00
961,3,Quality Inspection,92,true,2025-04-20 00:00:00
962,3,Welding,114,false,2025-07-07 00:00:00
963,8,Drive Unit Install,112,false,2025-04-14 00:00:00
964,7,Quality Inspection,61,false,2025-05-29 00:00:00
965,2,Final Assembly,73,false,2025-09-11 00:00:00
966,3,Painting,108,false,2025-05-25 00:00:00
967,4,Welding,95,false,2025-01-31 00:00:00
968,9,Painting,86,false,2025-03-03 00:00:00
969,8,Stamping,42,false,2025-04-25 00:00:00
970,7,Quality Inspection,16,false,2025-06-26 00:00:00
971,6,Battery Integration,85,false,2026-04-17 00:00:00
972,10,Painting,69,false,2026-02-07 00:00:00
973,9,Painting,117,false,2025-03-14 00:00:00
974,9,Final Assembly,83,false,2026-04-24 00:00:00
975,1,Painting,105,false,2025-03-21 00:00:00
976,8,Quality Inspection,70,false,2026-02-22 00:00:00
977,6,Painting,58,false,2025-01-13 00:00:00
978,3,Quality Inspection,66,false,2026-04-02 00:00:00
979,10,Drive Unit Install,60,false,2025-06-14 00:00:00
980,8,Quality Inspection,50,false,2025-01-30 00:00:00
981,3,Welding,54,false,2025-07-11 00:00:00
982,10,Quality Inspection,104,false,2026-02-25 00:00:00
983,10,Painting,41,false,2025-02-20 00:00:00
984,4,Painting,39,false,2025-03-26 00:00:00
985,6,Battery Integration,21,false,2025-02-11 00:00:00
986,11,Painting,22,false,2025-12-17 00:00:00
987,9,Drive Unit Install,56,false,2025-12-19 00:00:00
988,5,Painting,64,false,2025-09-01 00:00:00
989,7,Quality Inspection,119,false,2025-12-01 00:00:00
990,9,Quality Inspection,52,false,2025-04-16 00:00:00
991,8,Drive Unit Install,47,false,2025-06-29 00:00:00
992,4,Stamping,74,false,2026-01-03 00:00:00
993,4,Stamping,110,false,2025-05-01 00:00:00
994,3,Final Assembly,101,false,2025-09-01 00:00:00
995,1,Battery Integration,22,false,2025-06-29 00:00:00
996,10,Final Assembly,99,false,2026-03-29 00:00:00
997,4,Painting,32,false,2025-03-08 00:00:00
998,9,Welding,97,false,2025-02-04 00:00:00
999,9,Stamping,32,false,2025-05-20 00:00:00
1000,9,Quality Inspection,117,false,2025-07-27 00:00:00
1001,3,Welding,91,false,2025-10-18 00:00:00
1002,8,Stamping,74,false,2025-02-09 00:00:00
1003,9,Stamping,116,false,2025-09-30 00:00:00
1004,3,Painting,53,false,2025-08-04 00:00:00
1005,9,Battery Integration,20,false,2025-01-07 00:00:00
1006,11,Stamping,22,false,2025-08-09 00:00:00
1007,10,Painting,92,false,2025-04-19 00:00:00
1008,1,Drive Unit Install,74,false,2025-11-16 00:00:00
1009,11,Quality Inspection,58,false,2026-04-07 00:00:00
1010,2,Drive Unit Install,118,false,2026-01-12 00:00:00
1011,8,Welding,85,false,2025-12-28 00:00:00
1012,6,Painting,53,false,2025-07-28 00:00:00
1013,5,Welding,70,false,2025-07-04 00:00:00
1014,4,Welding,78,false,2025-08-15 00:00:00
1015,7,Final Assembly,26,false,2025-06-10 00:00:00
1016,5,Painting,46,false,2025-10-22 00:00:00
1017,9,Final Assembly,76,false,2025-09-18 00:00:00
1018,1,Quality Inspection,90,false,2026-04-20 00:00:00
1019,10,Stamping,93,false,2025-04-02 00:00:00
